"Water Control Zone","Station","Dates","Sample No","Depth","Volatile Suspended Solids (mg/L)","Unionised Ammonia (mg/L)","Turbidity (NTU)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Inorganic Nitrogen (mg/L)","Temperature (°C)","Suspended Solids (mg/L)","Silica (mg/L)","Secchi Disc Depth (M)","Salinity (psu)","Phaeo-pigments (μg/L)","pH","Orthophosphate Phosphorus (mg/L)","Nitrite Nitrogen (mg/L)","Nitrate Nitrogen (mg/L)","Faecal Coliforms (cfu/100mL)","E. coli (cfu/100mL)","Dissolved Oxygen (mg/L)","Dissolved Oxygen (%saturation)","Chlorophyll-a (μg/L)","Ammonia Nitrogen (mg/L)","5-day Biochemical Oxygen Demand (mg/L)"
"Eastern Buffer","EM1","2020-03-12","1","Surface Water","1.3","0.001","1.2","0.04","0.33","0.31","0.06","19.2","3.3","0.59","3","33","1.5","8.1","0.011","0.005","0.016","130","60","6.4","84","1.9","0.038","0.5"
"Eastern Buffer","EM1","2020-03-12","1","Middle Water","1.2","0.002","1.1","0.03","0.78","0.75","0.07","19.2","3.2","0.61","3","33.1","1.7","8.1","0.011","0.006","0.019","230","150","7.2","95","2.2","0.044","0.5"
"Eastern Buffer","EM1","2020-03-12","1","Bottom Water","1","0.001","1.4","0.03","0.68","0.66","0.04","19.2","2.8","0.54","3","33.1","1.3","8.1","0.01","0.005","0.012","100","49","7.3","97","2.1","0.026","0.6"
"Eastern Buffer","EM1","2020-04-24","1","Surface Water","1.4","0.001","1.9","0.03","0.6","0.59","0.09","22.1","10","0.31","2.8","33.4","<0.2","7.7","0.01","0.003","<0.002","60","29","6.5","91","0.9","0.081","0.5"
"Eastern Buffer","EM1","2020-04-24","1","Middle Water","1.2","0.001","2.2","0.02","0.6","0.57","0.09","22.2","9.7","0.32","2.8","33.6","<0.2","7.7","0.017","0.005","0.023","49","33","6.3","88","<0.2","0.058","0.6"
"Eastern Buffer","EM1","2020-04-24","1","Bottom Water","1.2","0.001","4.1","0.02","0.29","0.27","0.09","22.3","5.3","0.3","2.8","33.8","<0.2","7.7","0.011","0.004","0.019","54","23","6.6","92","0.3","0.063","0.5"
"Eastern Buffer","EM1","2020-05-14","1","Surface Water","1.9","<0.001","1.3","<0.02","0.54","0.5","0.05","25.9","7.2","<0.05","3.3","31.7","2.9","8.1","0.004","0.003","0.032","3","<1","6.4","95","5.2","0.018","1.7"
"Eastern Buffer","EM1","2020-05-14","1","Middle Water","2.6","0.001","2.1","<0.02","0.24","0.21","0.06","25.4","11","<0.05","3.3","32.2","2.7","8","0.004","0.002","0.029","49","25","7.7","112","6.5","0.028","1.6"
"Eastern Buffer","EM1","2020-05-14","1","Bottom Water","4.2","<0.001","3.2","<0.02","0.49","0.45","0.06","24.4","15","<0.05","3.3","33","2.6","7.9","0.005","0.003","0.035","27","10","6.5","94","8","0.024","1.3"
"Eastern Buffer","EM1","2020-06-12","1","Surface Water","1.4","0.001","1.9","0.04","0.69","0.47","0.26","26.4","2.9","1.8","2.2","29.8","2.5","7.8","0.003","0.031","0.19","380","90","6.6","97","6.3","0.035","1"
"Eastern Buffer","EM1","2020-06-12","1","Middle Water","1.1","<0.001","2.5","0.03","0.41","0.2","0.23","24","2.8","1.3","2.2","33.2","2.1","7.8","0.012","0.058","0.15","320","110","5.2","75","4.3","0.022","0.7"
"Eastern Buffer","EM1","2020-06-12","1","Bottom Water","1.2","<0.001","3.3","0.03","0.3","0.17","0.15","23","4.6","1","2.2","34.2","1.8","7.9","<0.002","0.045","0.081","140","71","4.6","66","2.1","0.019","0.4"
"Eastern Buffer","EM1","2020-07-11","1","Surface Water","3.8","<0.001","2.7","0.07","0.61","0.51","0.17","25.7","15","0.52","2.5","30.6","3.3","7.4","0.006","0.024","0.08","22","4","6.7","98","21","0.061","2.3"
"Eastern Buffer","EM1","2020-07-11","1","Middle Water","3.6","0.001","2.2","0.05","0.27","0.17","0.16","22.3","18","0.73","2.5","34","1.2","7.8","0.013","0.025","0.073","66","33","7.2","102","7.4","0.058","1.2"
"Eastern Buffer","EM1","2020-07-11","1","Bottom Water","2.8","0.002","3.6","0.07","0.14","0.07","0.12","21.5","14","0.67","2.5","34.4","1.2","8","0.016","0.019","0.047","46","17","4.6","64","2.5","0.058","0.8"
"Eastern Buffer","EM1","2020-08-27","1","Surface Water","1.1","0.004","1.7","0.15","1.79","1.5","0.4","28.3","3.8","1.5","3.3","29.8","1.6","7.9","0.026","0.061","0.23","120","46","4.9","74","3.1","0.11","0.6"
"Eastern Buffer","EM1","2020-08-27","1","Middle Water","0.8","0.002","3","0.06","1.14","0.97","0.23","26.4","3","1.2","3.3","32.4","2.7","7.8","0.022","0.056","0.11","210","62","5.2","77","3.2","0.066","0.7"
"Eastern Buffer","EM1","2020-08-27","1","Bottom Water","1","0.001","5.8","0.06","0.46","0.32","0.18","24.9","4.2","1.2","3.3","33.9","2.2","7.8","0.022","0.058","0.079","110","59","4","58","2.2","0.046","0.6"
"Eastern Buffer","EM1","2020-09-12","1","Surface Water","1","0.009","2.2","0.09","1.02","0.83","0.47","27.4","3","1.8","3.8","31","0.3","7.8","0.035","0.044","0.15","520","200","7.1","107","2","0.28","0.8"
"Eastern Buffer","EM1","2020-09-12","1","Middle Water","1.3","0.007","2.9","0.07","0.73","0.6","0.33","26.7","5.2","1.6","3.8","32.2","<0.2","7.8","0.03","0.031","0.1","260","120","3.5","52","1.6","0.2","0.8"
"Eastern Buffer","EM1","2020-09-12","1","Bottom Water","1","0.004","3.4","0.11","0.9","0.8","0.22","26.1","4.8","1.4","3.8","33","0.8","7.8","0.021","0.027","0.069","280","110","3.5","53","0.6","0.12","0.6"
"Eastern Buffer","EM1","2020-10-10","1","Surface Water","2.1","0.002","4.7","0.05","0.12","0.08","0.06","28.1","9.7","0.58","3.1","32.6","0.9","8.1","0.01","0.008","0.029","75","34","5.3","82","1.8","0.027","0.3"
"Eastern Buffer","EM1","2020-10-10","1","Middle Water","2.3","0.002","3.5","0.06","0.2","0.17","0.05","28.1","11","0.57","3.1","32.7","1.2","8.1","0.009","0.006","0.023","140","80","5.9","90","1.5","0.024","0.3"
"Eastern Buffer","EM1","2020-10-10","1","Bottom Water","7.5","0.001","3.6","0.07","0.18","0.16","0.03","28","45","0.54","3.1","32.8","3.8","8.1","0.006","0.004","0.012","74","34","6.1","94","1.3","0.016","0.4"
"Eastern Buffer","EM1","2020-11-07","1","Surface Water","0.9","<0.001","4","0.04","0.46","0.35","0.13","24.2","1.8","0.63","3.4","33","1.3","7.9","0.013","0.019","0.091","19","14","5.9","85","7.9","0.019","1"
"Eastern Buffer","EM1","2020-11-07","1","Middle Water","0.9","<0.001","3.5","0.04","0.63","0.52","0.13","24.1","2.4","0.68","3.4","33","0.8","7.9","0.014","0.018","0.093","100","51","6.7","97","5.9","0.022","0.9"
"Eastern Buffer","EM1","2020-11-07","1","Bottom Water","0.7","<0.001","3.9","0.04","0.9","0.79","0.14","24","2.5","0.77","3.4","32.9","0.8","7.9","0.013","0.017","0.094","63","36","6.8","98","5.5","0.027","0.8"
"Eastern Buffer","EM1","2021-02-20","1","Surface Water","1.6","0.002","5.4","0.08","0.46","0.4","0.14","19.4","8.9","0.5","4","32.5","0.6","7.8","0.011","0.004","0.06","17","16","5.3","70","3.6","0.078","0.8"
"Eastern Buffer","EM1","2021-02-20","1","Middle Water","1.9","0.002","2.6","0.05","0.53","0.47","0.14","19.3","7.8","0.46","4","32.5","0.8","7.8","0.008","0.004","0.054","23","17","5.4","71","3.3","0.077","0.9"
"Eastern Buffer","EM1","2021-02-20","1","Bottom Water","2.2","0.001","2.6","0.04","0.53","0.49","0.1","19.2","13","0.48","4","32.6","0.3","7.8","0.006","0.003","0.037","39","33","5.5","73","2.4","0.058","0.8"
"Eastern Buffer","EM1","2021-03-10","1","Surface Water","1.3","0.001","3.8","0.03","0.21","0.19","0.08","19.8","6.3","0.58","2.8","32.9","0.2","7.8","0.009","0.003","0.02","100","67","5","66","0.9","0.058","0.2"
"Eastern Buffer","EM1","2021-03-10","1","Middle Water","1.4","0.001","2.8","0.04","0.43","0.41","0.08","19.9","6.8","0.59","2.8","32.9","<0.2","7.8","0.011","0.004","0.019","110","58","5","67","1.2","0.057","0.2"
"Eastern Buffer","EM1","2021-03-10","1","Bottom Water","1.5","<0.001","3.4","0.03","0.31","0.3","0.06","19.9","7.2","0.59","2.8","33","<0.2","7.8","0.008","0.003","0.011","120","59","5.2","69","1.5","0.043","0.2"
"Eastern Buffer","EM1","2021-04-09","1","Surface Water","<0.5","<0.001","2.7","0.04","0.82","0.81","0.05","23.3","1.2","0.4","4.6","33.6","0.6","7.5","0.011","<0.002","0.009","46","6","4.7","67","2.3","0.036","0.4"
"Eastern Buffer","EM1","2021-04-09","1","Middle Water","<0.5","<0.001","3.3","0.04","0.56","0.55","0.05","23.3","1.6","0.39","4.6","33.7","0.3","7.5","0.007","<0.002","0.008","27","12","4.8","68","2.6","0.041","0.3"
"Eastern Buffer","EM1","2021-04-09","1","Bottom Water","<0.5","<0.001","2.9","0.04","0.53","0.52","0.04","23.3","1.8","0.39","4.6","33.7","<0.2","7.5","0.012","<0.002","0.009","17","8","5","71","2.6","0.033","0.3"
"Eastern Buffer","EM1","2021-05-10","1","Surface Water","2.6","0.001","3.5","N/A","N/A","N/A","0.12","26.1","8.2","0.6","3.7","32.5","1.1","7.6","0.003","0.01","0.047","75","41","4.8","71","12","0.066","1.5"
"Eastern Buffer","EM1","2021-05-10","1","Middle Water","2.8","<0.001","3.3","N/A","N/A","N/A","0.11","25.4","13","0.56","3.7","33.4","<0.2","7.5","0.013","0.008","0.04","120","70","4.9","72","12","0.057","0.9"
"Eastern Buffer","EM1","2021-05-10","1","Bottom Water","2.6","<0.001","3.3","N/A","N/A","N/A","0.09","25.2","9.7","0.53","3.7","33.6","0.7","7.5","0.014","0.006","0.032","73","40","5","74","8.9","0.054","0.6"
"Eastern Buffer","EM1","2021-06-05","1","Surface Water","1","0.001","3.9","N/A","N/A","N/A","0.34","26.1","2.8","0.65","1.9","30.6","3.7","7.5","0.015","0.062","0.19","320","80","5.1","75","17","0.087","1.6"
"Eastern Buffer","EM1","2021-06-05","1","Middle Water","2","<0.001","4.5","N/A","N/A","N/A","0.17","23.8","11","0.62","1.9","33.9","1.5","7.5","0.015","0.046","0.082","160","95","4.4","63","6.2","0.046","0.7"
"Eastern Buffer","EM1","2021-06-05","1","Bottom Water","1.6","<0.001","4","N/A","N/A","N/A","0.1","23.6","9.6","0.58","1.9","34.1","0.9","7.5","0.014","0.04","0.031","83","45","4.1","58","1.9","0.033","0.4"
"Eastern Buffer","EM1","2021-07-09","1","Surface Water","1.6","0.001","8.7","N/A","N/A","N/A","0.36","27.2","3.4","0.06","3","29.4","5.2","7.5","<0.002","0.056","0.23","120","47","4.6","67","23","0.078","1.5"
"Eastern Buffer","EM1","2021-07-09","1","Middle Water","1","<0.001","4.2","N/A","N/A","N/A","0.28","25.1","4.5","0.48","3","32.4","3.2","7.3","0.007","0.041","0.15","350","130","4.1","59","6.6","0.084","0.6"
"Eastern Buffer","EM1","2021-07-09","1","Bottom Water","1","<0.001","4.7","N/A","N/A","N/A","0.23","24.1","4.1","0.57","3","33.9","2.9","7.2","0.01","0.038","0.13","80","70","3.4","49","6.1","0.066","0.4"
"Eastern Buffer","EM1","2021-08-13","1","Surface Water","1.4","<0.001","3.7","N/A","N/A","N/A","0.16","24.7","3.5","0.49","2.4","32.9","<0.2","7.3","0.003","0.023","0.08","400","160","4.9","71","11","0.052","0.8"
"Eastern Buffer","EM1","2021-08-13","1","Middle Water","2","<0.001","3.8","N/A","N/A","N/A","0.16","24.4","4.2","0.5","2.4","33","0.7","7.3","0.003","0.025","0.077","290","150","4.1","59","11","0.062","0.7"
"Eastern Buffer","EM1","2021-08-13","1","Bottom Water","1.6","<0.001","5.5","N/A","N/A","N/A","0.14","22.5","5.6","0.54","2.4","34.3","0.4","7.3","0.004","0.02","0.074","380","200","4.2","59","10","0.048","0.8"
"Eastern Buffer","EM1","2021-09-17","1","Surface Water","1.2","0.007","8.6","N/A","N/A","N/A","0.5","27.1","3.7","1.6","2.3","31.9","1.9","7.8","0.038","0.04","0.27","230","82","5.1","77","4.5","0.19","0.8"
"Eastern Buffer","EM1","2021-09-17","1","Middle Water","1.1","0.004","7","N/A","N/A","N/A","0.35","25.1","4.6","1.6","2.3","33.2","1.8","7.8","0.037","0.04","0.16","640","130","3.7","53","2.7","0.15","0.5"
"Eastern Buffer","EM1","2021-09-17","1","Bottom Water","0.9","0.005","7.8","N/A","N/A","N/A","0.41","23.9","3","1.6","2.3","34","1.2","7.8","0.032","0.042","0.19","180","62","3.3","50","4.7","0.18","0.6"
"Eastern Buffer","EM1","2021-10-07","1","Surface Water","1","0.002","17.4","N/A","N/A","N/A","0.09","29","4.1","0.62","2","32.7","0.9","7.9","0.008","0.016","0.04","70","64","5.5","86","1","0.038","1.1"
"Eastern Buffer","EM1","2021-10-07","1","Middle Water","0.8","0.003","7.2","N/A","N/A","N/A","0.12","29.1","4.6","0.61","2","32.7","0.2","7.9","0.013","0.015","0.038","120","56","5.3","83","1.3","0.065","0.7"
"Eastern Buffer","EM1","2021-10-07","1","Bottom Water","1.1","0.003","8.3","N/A","N/A","N/A","0.11","29.1","5.7","0.62","2","32.8","0.6","7.9","0.015","0.015","0.038","140","63","5.3","83","1.1","0.059","0.4"
"Eastern Buffer","EM1","2021-11-12","1","Surface Water","0.9","0.001","7.8","0.07","0.49","0.3","0.26","25","3.3","0.53","2.5","32.8","0.3","7.6","0.007","0.04","0.15","170","48","5.9","85","4.6","0.067","0.9"
"Eastern Buffer","EM1","2021-11-12","1","Middle Water","1","0.001","5.9","0.07","0.44","0.28","0.23","24.8","3.6","0.56","2.5","33","0.3","7.6","0.019","0.038","0.12","620","220","6","88","3.7","0.074","0.8"
"Eastern Buffer","EM1","2021-11-12","1","Bottom Water","0.7","0.001","6.7","0.07","0.51","0.37","0.2","24.8","2.7","0.57","2.5","33.2","0.9","7.6","<0.002","0.035","0.1","340","150","6.2","90","3.4","0.062","0.6"
"Eastern Buffer","EM1","2021-12-11","1","Surface Water","1.7","<0.001","6.5","0.04","0.65","0.53","0.15","21.4","9.8","0.89","2.3","33.7","0.7","7.7","0.015","0.046","0.074","25","22","6.1","84","1","0.028","0.3"
"Eastern Buffer","EM1","2021-12-11","1","Middle Water","0.6","<0.001","6.7","0.18","0.61","0.49","0.14","21.3","3.6","0.89","2.3","33.7","0.4","7.7","0.016","0.047","0.073","56","34","6.5","89","1.4","0.024","0.3"
"Eastern Buffer","EM1","2021-12-11","1","Bottom Water","0.9","<0.001","7.9","0.06","0.51","0.39","0.15","21.2","4.5","0.82","2.3","33.8","0.7","7.7","0.016","0.045","0.074","110","71","6.5","89","1","0.028","0.4"
"Eastern Buffer","EM1","2022-01-07","1","Surface Water","0.8","<0.001","12.7","0.03","0.52","0.43","0.15","19.8","4.5","0.59","2.1","33.7","0.4","7.6","0.016","0.025","0.067","52","30","6.1","81","1.6","0.056","0.4"
"Eastern Buffer","EM1","2022-01-07","1","Middle Water","<0.5","<0.001","6.9","0.03","0.91","0.82","0.15","20.1","4","0.59","2.1","33.8","0.5","7.6","0.014","0.026","0.064","50","27","6.6","89","1.3","0.06","0.2"
"Eastern Buffer","EM1","2022-01-07","1","Bottom Water","0.8","<0.001","7","0.03","0.55","0.46","0.14","20","3.6","0.58","2.1","33.8","<0.2","7.6","0.016","0.024","0.063","34","19","6.7","90","1.6","0.049","<0.1"
"Eastern Buffer","EM1","2022-02-12","1","Surface Water","1.2","<0.001","7.4","0.02","0.25","0.25","0.03","17","7.7","0.74","5.3","33","<0.2","7.5","0.005","<0.002","<0.002","11","5","7.2","92","1.4","0.024","0.7"
"Eastern Buffer","EM1","2022-02-12","1","Middle Water","<0.5","<0.001","5.1","0.02","0.21","0.21","0.02","17.1","1.1","0.75","5.3","33","0.3","7.5","<0.002","<0.002","<0.002","9","4","7.4","94","0.7","0.017","0.7"
"Eastern Buffer","EM1","2022-02-12","1","Bottom Water","<0.5","<0.001","5.4","0.02","0.23","0.23","0.02","17.1","1.1","0.75","5.3","33.1","0.3","7.5","<0.002","0.002","<0.002","5","4","7.3","93","0.7","0.02","0.6"
"Eastern Buffer","EM1","2022-03-25","1","Surface Water","1.3","0.001","5.1","0.03","0.55","0.55","0.1","19.7","2.4","0.47","5","32","0.5","7.6","<0.002","<0.002","<0.002","67","38","6.2","82","0.9","0.1","1.7"
"Eastern Buffer","EM1","2022-03-25","1","Middle Water","0.6","0.001","4.8","0.03","0.56","0.56","0.09","19.7","2.4","0.42","5","32.1","<0.2","7.6","<0.002","<0.002","<0.002","40","19","7","93","0.6","0.084","2.4"
"Eastern Buffer","EM1","2022-03-25","1","Bottom Water","0.9","<0.001","4.9","0.02","0.63","0.63","0.06","19.8","4.1","0.42","5","32.2","<0.2","7.6","0.002","<0.002","<0.002","28","13","7.1","94","0.3","0.06","2.4"
"Eastern Buffer","EM1","2022-04-02","1","Surface Water","<0.5","<0.001","7.1","0.03","0.61","0.61","0.1","19.9","3.3","0.58","2.4","32","<0.2","7.5","<0.002","<0.002","<0.002","49","34","7.3","96","1.6","0.092","0.7"
"Eastern Buffer","EM1","2022-04-02","1","Middle Water","<0.5","<0.001","5.5","0.03","0.67","0.67","0.08","20","2.7","0.49","2.4","32.1","<0.2","7.6","<0.002","<0.002","<0.002","34","16","6.9","92","1","0.076","0.6"
"Eastern Buffer","EM1","2022-04-02","1","Bottom Water","<0.5","<0.001","5.8","0.03","0.97","0.96","0.08","20","1.5","0.49","2.4","32.2","0.5","7.6","<0.002","0.003","<0.002","13","10","6.9","92","0.7","0.072","0.6"
"Eastern Buffer","EM1","2022-05-18","1","Surface Water","0.5","0.002","10.5","0.03","0.6","0.55","0.08","24.4","3.1","0.41","3","32.6","1","8.1","0.005","<0.002","0.051","7","<1","6.1","88","0.7","0.031","0.6"
"Eastern Buffer","EM1","2022-05-18","1","Middle Water","1.7","0.002","6.8","0.02","0.58","0.51","0.11","24.5","10","0.41","3","32.6","0.8","8.1","0.005","0.003","0.066","11","6","6.2","89","0.5","0.039","1"
"Eastern Buffer","EM1","2022-05-18","1","Bottom Water","2.3","0.002","7.1","0.02","0.79","0.73","0.09","24.4","12","0.39","3","32.7","0.4","8.1","0.004","<0.002","0.054","66","34","6.2","90","0.6","0.033","0.3"
"Eastern Buffer","EM1","2022-06-17","1","Surface Water","0.6","0.002","6.5","0.04","0.28","0.07","0.26","25.4","4.4","0.65","2.9","31.9","2.5","8","0.009","0.051","0.16","230","50","4.4","65","13","0.046","<0.1"
"Eastern Buffer","EM1","2022-06-17","1","Middle Water","<0.5","<0.001","6.6","0.03","0.29","0.17","0.14","24.8","3.8","0.62","2.9","33.4","1.2","8","0.004","0.043","0.078","210","140","4.9","71","5.4","0.023","<0.1"
"Eastern Buffer","EM1","2022-06-17","1","Bottom Water","<0.5","<0.001","7.8","0.03","0.21","0.11","0.11","24.5","3.2","0.62","2.9","34","0.8","7.9","0.006","0.041","0.058","90","71","4.7","69","4.1","0.013","<0.1"
"Eastern Buffer","EM1","2022-07-08","1","Surface Water","0.8","0.005","7.6","0.05","0.62","0.17","0.59","27.6","2","2.4","2.2","25.9","<0.2","7.8","<0.002","0.034","0.42","2700","860","6","88","3.5","0.14","<0.1"
"Eastern Buffer","EM1","2022-07-08","1","Middle Water","1.3","0.002","8","0.04","0.52","0.23","0.36","25.8","4.5","1.7","2.2","32","0.5","7.7","0.015","0.031","0.26","2700","1400","3.6","44","1.6","0.067","<0.1"
"Eastern Buffer","EM1","2022-07-08","1","Bottom Water","1","<0.001","9","0.03","0.37","0.14","0.27","24.9","5.5","1.5","2.2","33.3","0.6","7.7","0.014","0.022","0.21","1400","730","2.7","39","0.6","0.037","<0.1"
"Eastern Buffer","EM1","2022-08-11","1","Surface Water","1.1","0.002","8.8","0.03","0.26","0.16","0.16","27.4","3.9","0.86","1.9","29.2","2.1","7.9","0.008","0.01","0.093","1500","450","4.9","72","4.1","0.056","1.2"
"Eastern Buffer","EM1","2022-08-11","1","Middle Water","1.2","0.003","8.5","0.03","0.23","0.13","0.18","27.6","5.6","0.86","1.9","29.5","2.3","7.9","0.008","0.009","0.092","3300","480","5.1","76","3.2","0.078","1.2"
"Eastern Buffer","EM1","2022-08-11","1","Bottom Water","2","0.003","10.8","0.03","0.25","0.17","0.15","27.6","9","0.84","1.9","29.7","2.6","7.9","0.007","0.007","0.077","1200","210","5","75","2.9","0.066","0.9"
"Eastern Buffer","EM1","2022-09-17","1","Surface Water","0.8","0.002","17.6","0.08","0.46","0.31","0.29","28.9","2.7","0.99","2.4","31.9","1.2","7.3","0.016","0.023","0.13","180","47","5.3","82","3.1","0.14","0.7"
"Eastern Buffer","EM1","2022-09-17","1","Middle Water","1","0.001","15.8","0.09","0.45","0.32","0.24","28.3","2.3","0.88","2.4","32.4","1.3","7.4","0.016","0.021","0.11","360","100","4.8","74","3.7","0.11","0.3"
"Eastern Buffer","EM1","2022-09-17","1","Bottom Water","1","<0.001","40.1","0.08","0.32","0.22","0.16","27.6","5","0.83","2.4","32.9","1.6","7.3","0.014","0.019","0.076","220","81","4.6","70","4.1","0.068","<0.1"
"Eastern Buffer","EM1","2022-10-03","1","Surface Water","1.9","0.007","4.1","0.09","0.58","0.4","0.33","28.8","3.4","1.2","2.6","31.9","0.8","7.9","0.02","0.027","0.15","63","9","4.3","66","0.6","0.15","<0.1"
"Eastern Buffer","EM1","2022-10-03","1","Middle Water","0.8","0.006","4.1","0.07","0.33","0.2","0.24","28.5","1.2","1.1","2.6","32.2","<0.2","8","0.018","0.024","0.11","1100","480","4.9","76","0.8","0.11","<0.1"
"Eastern Buffer","EM1","2022-10-03","1","Bottom Water","1","0.005","4.1","0.07","0.31","0.18","0.23","28.5","5.4","1","2.6","32.4","0.7","8","0.011","0.022","0.11","700","600","5.2","79","0.8","0.095","0.2"
"Eastern Buffer","EM1","2022-11-07","1","Surface Water","0.7","<0.001","42.8","0.08","0.92","0.78","0.16","23.3","2.2","1.4","2.3","33.1","<0.2","7.2","0.016","0.022","0.12","100","38","5.3","75","1","0.015","0.6"
"Eastern Buffer","EM1","2022-11-07","1","Middle Water","0.8","<0.001","44","0.08","1.02","0.82","0.22","23.1","3.4","1.4","2.3","33.1","<0.2","7.2","0.021","0.021","0.18","390","150","6.3","89","0.9","0.018","0.5"
"Eastern Buffer","EM1","2022-11-07","1","Bottom Water","0.7","<0.001","65.1","0.06","0.37","0.26","0.13","23","2.8","1.5","2.3","33.1","0.4","7.2","<0.002","0.021","0.093","210","100","6.2","88","0.7","0.011","0.3"
"Eastern Buffer","EM1","2022-12-03","1","Surface Water","1.2","0.003","4.1","0.07","0.25","0.17","0.16","23","5.2","0.55","2.2","32.5","0.6","8.1","0.015","0.011","0.066","280","130","6.2","88","0.5","0.078","<0.1"
"Eastern Buffer","EM1","2022-12-03","1","Middle Water","1.6","0.003","4.1","0.06","0.19","0.13","0.14","22.9","9.6","0.49","2.2","32.7","0.3","8.1","0.014","0.011","0.053","350","210","6","84","0.7","0.072","<0.1"
"Eastern Buffer","EM1","2022-12-03","1","Bottom Water","2","0.003","4.2","0.05","0.89","0.84","0.12","22.9","12","0.56","2.2","32.8","0.3","8.1","0.014","0.007","0.045","280","60","6.1","86","0.7","0.065","<0.1"
"Eastern Buffer","EM1","2023-01-15","1","Surface Water","<0.5","<0.001","1.1","0.09","0.73","0.49","0.37","18.6","1.8","1.5","2.5","32.6","0.3","7.3","0.017","0.027","0.21","530","180","5.7","74","0.5","0.13","<0.1"
"Eastern Buffer","EM1","2023-01-15","1","Middle Water","0.6","<0.001","1.1","0.08","0.7","0.48","0.36","18.5","1.8","1.4","2.5","32.6","<0.2","7.3","0.018","0.027","0.19","390","140","6.6","85","0.7","0.14","<0.1"
"Eastern Buffer","EM1","2023-01-15","1","Bottom Water","0.6","<0.001","2.4","0.08","0.76","0.55","0.3","18.2","2.2","1.4","2.5","32.7","0.3","7.3","0.021","0.023","0.19","370","200","6.8","88","0.4","0.089","<0.1"
"Eastern Buffer","EM1","2023-02-09","1","Surface Water","2.4","<0.001","0.5","0.04","0.17","0.12","0.09","17.8","9.4","0.19","3.6","33.1","1","7.4","0.017","0.005","0.048","360","230","6.9","89","4.7","0.04","1.1"
"Eastern Buffer","EM1","2023-02-09","1","Middle Water","1.8","<0.001","1.2","0.07","0.29","0.24","0.1","17.9","5.6","0.14","3.6","33.2","1.6","7.4","<0.002","0.005","0.046","280","230","7.9","102","4.9","0.044","1.1"
"Eastern Buffer","EM1","2023-02-09","1","Bottom Water","2.2","<0.001","1.5","0.07","0.26","0.21","0.09","17.9","8.2","0.23","3.6","33.3","1.6","7.4","0.015","0.005","0.044","340","240","7.9","102","4.1","0.045","1.1"
"Eastern Buffer","EM1","2023-03-02","1","Surface Water","<0.5","<0.001","1.6","0.05","0.44","0.37","0.12","18.8","3.6","0.66","3.6","33.6","0.3","7.3","0.015","0.011","0.063","3","3","7.1","94","1.2","0.049","0.5"
"Eastern Buffer","EM1","2023-03-02","1","Middle Water","1.1","<0.001","1.3","0.06","0.48","0.46","0.06","18.6","5.9","0.67","3.6","33.6","0.2","7.3","<0.002","0.01","0.006","18","14","7.2","95","1","0.039","0.6"
"Eastern Buffer","EM1","2023-03-02","1","Bottom Water","1.2","<0.001","1.9","0.05","0.7","0.63","0.11","18.4","3","0.67","3.6","33.6","0.7","7.3","0.008","0.011","0.06","19","16","7.2","93","0.8","0.038","0.7"
"Eastern Buffer","EM1","2023-04-22","1","Surface Water","1.2","<0.001","2.1","0.04","0.41","0.33","0.16","23.2","2.5","0.34","2.3","33.3","<0.2","7.1","<0.002","0.007","0.077","67","30","6.1","87","1","0.078","0.1"
"Eastern Buffer","EM1","2023-04-22","1","Middle Water","0.7","<0.001","2.3","0.03","0.23","0.19","0.1","23.1","2.4","0.3","2.3","33.7","0.6","7.1","<0.002","0.003","0.032","80","31","6.3","89","0.6","0.061","<0.1"
"Eastern Buffer","EM1","2023-04-22","1","Bottom Water","1.4","<0.001","2.3","0.03","0.24","0.22","0.08","23.1","3.1","0.09","2.3","33.7","<0.2","7.1","<0.002","<0.002","0.019","75","45","6.3","89","0.9","0.06","<0.1"
"Eastern Buffer","EM1","2023-05-08","1","Surface Water","<0.5","0.001","2.2","0.05","0.69","0.56","0.27","24","3","0.51","3.2","32.9","0.4","7.4","0.011","0.011","0.12","1600","660","5.2","74","0.6","0.14","0.5"
"Eastern Buffer","EM1","2023-05-08","1","Middle Water","0.8","0.001","1.5","0.05","0.92","0.81","0.21","24.4","3.7","0.43","3.2","33.2","0.4","7.4","<0.002","0.01","0.1","660","360","5.8","84","<0.2","0.097","0.3"
"Eastern Buffer","EM1","2023-05-08","1","Bottom Water","0.9","<0.001","2.2","0.05","0.79","0.72","0.13","24.2","5.4","0.4","3.2","33.7","<0.2","7.4","0.048","0.01","0.055","450","170","6","87","<0.2","0.06","0.4"
"Eastern Buffer","EM1","2023-06-05","1","Surface Water","1","0.003","22.4","0.07","0.78","0.67","0.16","27.1","3.4","0.39","2.8","32.3","0.3","8.1","<0.002","0.024","0.082","710","170","7.3","110","10","0.054","0.8"
"Eastern Buffer","EM1","2023-06-05","1","Middle Water","1.2","<0.001","4.5","0.05","0.75","0.67","0.09","26.3","4","0.08","2.8","32.8","0.9","8","<0.002","0.007","0.07","1100","260","9.5","142","5.4","0.014","0.5"
"Eastern Buffer","EM1","2023-06-05","1","Bottom Water","1","0.002","4.6","0.07","0.75","0.66","0.14","26.1","5.7","0.56","2.8","33","<0.2","8","0.047","0.031","0.062","800","470","5","74","4.8","0.044","0.4"
